Name	NumReads
GQ67_01404	2
GQ67_01405	40.4
GQ67_01406	7.6
GQ67_01407	145
GQ67_01408	184
GQ67_01409	9171
GQ67_01410	20
GQ67_01411	3
GQ67_01412	33
GQ67_01413	124
GQ67_01414	177
GQ67_01415	31
GQ67_01416	66
GQ67_01417	1
GQ67_01418	13
GQ67_01419	137
GQ67_01420	85
GQ67_01421	3
GQ67_01422	84
GQ67_01423	361
GQ67_01424	380
GQ67_01425	14
GQ67_01426	148
GQ67_01427	97
GQ67_01428	6
GQ67_01429	105
GQ67_01430	10
GQ67_01431	25
GQ67_01432	37
GQ67_01433	15
GQ67_01434	14
GQ67_01435	12
GQ67_01436	26
GQ67_01437	11
GQ67_01438	75
GQ67_01439	112
GQ67_01440	6
GQ67_01441	16
GQ67_01442	157
GQ67_01443	128
GQ67_01444	20
GQ67_01445	37
GQ67_01446	0
GQ67_01449	26
GQ67_01450	158
GQ67_01451	4
GQ67_01452	6
GQ67_01453	51
GQ67_01454	0
GQ67_01455	24
GQ67_01456	267
GQ67_01457	4
GQ67_01458	641
GQ67_01459	22
GQ67_01460	228
GQ67_01461	174
GQ67_01462	35
GQ67_01463	4
GQ67_01464	51
GQ67_01465	36
GQ67_01466	148
GQ67_01467	28
GQ67_01468	9
GQ67_01469	65.809
GQ67_01470	16.191
GQ67_01471	58
GQ67_01472	14
GQ67_01473	52
GQ67_01474	37
GQ67_01475	41
GQ67_01476	39
GQ67_01477	10
GQ67_01478	0
GQ67_01479	36
GQ67_01480	9
GQ67_01481	50
GQ67_01482	88
GQ67_01483	126
GQ67_01484	22
GQ67_01485	193
GQ67_01486	63.41
GQ67_01487	127.59
GQ67_01488	60.355
GQ67_01489	153.645
GQ67_01490	81
GQ67_01491	34
GQ67_01492	100.13
GQ67_01493	26.87
GQ67_01494	59.945
GQ67_01495	50.055
GQ67_01496	64.018
GQ67_01497	148.982
GQ67_01498	31.025
GQ67_01499	25.975
GQ67_01500	1
GQ67_01501	44.733
GQ67_01502	3.267
GQ67_01503	37
GQ67_01504	81
GQ67_01505	81
GQ67_01506	3
GQ67_01507	67
GQ67_01508	76
GQ67_01509	19
GQ67_01510	15.723
GQ67_01511	8.277
GQ67_01512	20
GQ67_01513	0
GQ67_01514	19
GQ67_01515	60
GQ67_01516	10
GQ67_01517	0
GQ67_01518	30
GQ67_01519	53.709
GQ67_01520	46.291
GQ67_01521	37
GQ67_01522	55
GQ67_01523	65
GQ67_01524	798
GQ67_01525	22
GQ67_01526	13
GQ67_01527	50
GQ67_01529	111
GQ67_01530	2
GQ67_01531	9
GQ67_01532	440
GQ67_01533	16
GQ67_01534	14
GQ67_01535	6
GQ67_01536	332
GQ67_01537	79
GQ67_01538	34
GQ67_01539	188
GQ67_01540	10
GQ67_01541	75
GQ67_01542	111
GQ67_01543	103
GQ67_01544	0
GQ67_01545	56
GQ67_01546	983.694
GQ67_01547	8.306
GQ67_01548	89
GQ67_01549	2
GQ67_01550	145
GQ67_01551	564
GQ67_01552	187
GQ67_01554	264
GQ67_01555	23
GQ67_01556	6237
GQ67_01557	39
GQ67_01558	121
GQ67_01559	1
GQ67_01561	20
GQ67_01562	19
GQ67_01563	161
GQ67_01564	2
GQ67_01565	58
GQ67_01566	191
GQ67_01567	54
GQ67_01568	42
GQ67_01569	268.28
GQ67_01570	30.72
GQ67_01571	55.425
GQ67_01572	35.575
GQ67_01573	2
GQ67_01574	1629
GQ67_01575	966
GQ67_01577	8
GQ67_01578	294
GQ67_01579	6
GQ67_01580	11
GQ67_01581	10
GQ67_01582	48
GQ67_01583	4
GQ67_01584	25
GQ67_01585	115
GQ67_01586	3574
GQ67_01587	5
GQ67_01588	9
GQ67_01589	88
GQ67_01590	67
GQ67_01591	14
GQ67_01592	52
GQ67_01593	15
GQ67_01594	83
GQ67_01595	64
GQ67_01596	49
GQ67_01597	18.756
GQ67_01598	150.171
GQ67_01599	3419.073
GQ67_01600	161
GQ67_01601	80
GQ67_01602	93
GQ67_01603	21.268
GQ67_01604	19.732
GQ67_01605	20
GQ67_01606	9
GQ67_01607	7
GQ67_01608	32
GQ67_01609	78
GQ67_01610	14.52
GQ67_01611	26.48
GQ67_01612	131
GQ67_01613	7
GQ67_01614	11
GQ67_01615	8
GQ67_01616	4
GQ67_01618	261.996
GQ67_01619	4.004
GQ67_01620	289
GQ67_01621	233
GQ67_01622	43
GQ67_01623	138
GQ67_01624	38
GQ67_01625	30
GQ67_01626	360
GQ67_01627	3
GQ67_01628	19
GQ67_01629	28
GQ67_01630	24.895
GQ67_01631	19.105
GQ67_01632	27
GQ67_01633	41
GQ67_01634	38
GQ67_01635	25
GQ67_01636	1212
GQ67_01637	30
GQ67_01638	42
GQ67_01639	19.158
GQ67_01640	13.842
GQ67_01641	51
GQ67_01642	992.99
GQ67_01643	38.391
GQ67_01644	1.609
GQ67_01645	13
GQ67_01646	62
GQ67_01647	25.978
GQ67_01648	135.022
GQ67_01649	21
GQ67_01650	246
GQ67_01651	328
GQ67_01652	7
GQ67_01653	122
GQ67_01654	74
GQ67_01655	14
GQ67_01656	60
GQ67_01657	46
GQ67_01658	37
GQ67_01659	653
GQ67_01660	213
GQ67_01661	202
GQ67_01662	22
GQ67_01663	15
GQ67_01664	210
GQ67_01665	60
GQ67_01666	56
GQ67_01667	2
GQ67_01668	46
GQ67_01669	339
GQ67_01670	134
GQ67_01671	227
GQ67_01672	462
GQ67_01673	104.797
GQ67_01674	3.203
GQ67_01675	6
GQ67_01676	3
GQ67_01677	2
GQ67_01678	14
GQ67_01679	1219
GQ67_01680	17
GQ67_01681	7.161
GQ67_01682	67.839
GQ67_01683	11
GQ67_01684	23
GQ67_01690	1309
GQ67_01691	26
GQ67_01692	481
GQ67_01693	36
GQ67_01694	4
GQ67_01695	18
GQ67_01696	9
GQ67_01697	267
GQ67_01698	160
GQ67_01699	1
GQ67_01700	9
GQ67_01701	30
GQ67_01702	15
GQ67_01703	22
GQ67_01704	9
GQ67_01705	11
GQ67_01706	12
GQ67_01707	206
GQ67_01708	21
GQ67_01709	3
GQ67_01710	50
GQ67_01711	47
GQ67_01712	350.948
GQ67_01713	3.052
GQ67_01714	26
GQ67_01715	12
GQ67_01716	4
GQ67_01717	22
GQ67_01718	21
GQ67_01719	4
GQ67_01720	76
GQ67_01721	25
GQ67_01722	39
GQ67_01723	8
GQ67_01724	5
GQ67_01725	43
GQ67_01726	110
GQ67_01728	6
GQ67_01731	115
GQ67_01732	85
GQ67_01733	364
GQ67_01734	9
GQ67_01735	3267
GQ67_01736	238
GQ67_01737	18
GQ67_01738	51
GQ67_01739	271
GQ67_01740	618
GQ67_01741	2048.105
GQ67_01742	33
GQ67_01743	52
GQ67_01744	214
GQ67_01745	32
GQ67_01746	30
GQ67_01747	92
GQ67_01748	4
GQ67_01749	146
GQ67_01750	40
GQ67_01751	22
GQ67_01752	12
GQ67_01753	33
GQ67_01754	26
GQ67_01755	103
GQ67_01756	120
GQ67_01757	2
GQ67_01758	126
GQ67_01759	337
GQ67_01760	2
GQ67_01761	23
GQ67_01762	107
GQ67_01763	15
GQ67_01764	29
GQ67_01765	50
GQ67_01766	41
GQ67_01767	387
GQ67_01768	32.919
GQ67_01769	2.081
GQ67_01770	30
GQ67_01771	30
GQ67_01772	527
GQ67_01774	26
GQ67_01775	9
GQ67_01776	8
GQ67_01777	42
GQ67_01778	5
GQ67_01779	0
GQ67_01780	9
GQ67_01781	92
GQ67_01782	414
GQ67_01783	70
GQ67_01784	73.422
GQ67_01785	20.578
GQ67_01786	34
GQ67_01788	12
GQ67_01789	4
GQ67_01790	1
GQ67_01791	10.858
GQ67_01792	46.142
GQ67_01793	3
GQ67_01794	18
GQ67_01795	10
GQ67_01796	27
GQ67_01797	111
GQ67_01798	13
GQ67_01799	0
GQ67_01800	178
GQ67_01801	3427
GQ67_01802	127
GQ67_01803	30
GQ67_01804	134
GQ67_01805	49
GQ67_01806	21
GQ67_01807	84
GQ67_01808	15
GQ67_01809	36
GQ67_01810	85.9
GQ67_01811	152.1
GQ67_01812	23
GQ67_01813	0
GQ67_01814	94
GQ67_01815	183
GQ67_01816	498
GQ67_01817	110.352
GQ67_01818	27.648
GQ67_01819	85
GQ67_01820	5
GQ67_01821	21
GQ67_01822	68
GQ67_01823	5
GQ67_01824	29
GQ67_01825	8
GQ67_01826	90
GQ67_01827	5
GQ67_01828	0
GQ67_01829	37
GQ67_01830	13
GQ67_01831	855
GQ67_01832	144
GQ67_01833	0
GQ67_01834	14
GQ67_01835	13
GQ67_01836	20
GQ67_01837	4
GQ67_01838	41.273
GQ67_01839	21.727
GQ67_01840	449
GQ67_01841	0
GQ67_01842	1
GQ67_01843	31
GQ67_01844	36
GQ67_01845	55
GQ67_01846	53.607
GQ67_01847	45.393
GQ67_01848	44
GQ67_01849	5
GQ67_01850	14
GQ67_01851	25
GQ67_01852	9
GQ67_01853	25.935
GQ67_01854	55.065
GQ67_01855	117.775
GQ67_01856	15.225
GQ67_01857	112
GQ67_01858	2079
GQ67_01859	260
GQ67_01860	10
GQ67_01861	17
GQ67_01862	25
GQ67_01863	53
GQ67_01864	29
GQ67_01865	8
GQ67_01866	43
GQ67_01867	34
GQ67_01868	1178
GQ67_01869	15
GQ67_01870	530
GQ67_01871	579
GQ67_01872	9
GQ67_01873	237
GQ67_01874	233.799
GQ67_01875	190.201
GQ67_01876	101
GQ67_01877	107
GQ67_01878	757
GQ67_01879	86
GQ67_01880	356
GQ67_01881	158
GQ67_01882	88
GQ67_01883	1854
GQ67_01884	51
GQ67_01885	247
GQ67_01886	29
GQ67_01887	55
GQ67_01888	30
GQ67_01889	9
GQ67_01890	13
GQ67_01891	988
GQ67_01892	64
GQ67_01893	35
GQ67_01894	65
GQ67_01895	14.524
GQ67_01896	6.476
GQ67_01897	40
GQ67_01898	35.743
GQ67_01899	376.257
GQ67_01900	37
GQ67_01901	28
GQ67_01902	15
GQ67_01903	701.985
GQ67_01904	1.015
GQ67_01905	352
GQ67_01906	48
GQ67_01907	51.997
GQ67_01908	13.003
GQ67_01909	20
GQ67_01910	152
GQ67_01911	3
GQ67_01912	203
GQ67_01913	572.782
GQ67_01914	30.218
GQ67_01915	32
GQ67_01916	158.632
GQ67_01917	33.334
GQ67_01918	52.839
GQ67_01919	5.195
GQ67_01920	11
GQ67_01921	22
GQ67_01922	111
GQ67_01923	11
GQ67_01924	27
GQ67_01925	180
GQ67_01926	88
GQ67_01927	107
GQ67_01928	6
GQ67_01929	1087
GQ67_01930	125
GQ67_01931	49
GQ67_01932	15
GQ67_01933	69
GQ67_01934	124
GQ67_01935	41
GQ67_01936	215
GQ67_01937	979
GQ67_01938	339
GQ67_01939	131
GQ67_01940	49
GQ67_01941	110
GQ67_01942	43
GQ67_01943	20
GQ67_01944	63
GQ67_01945	7
GQ67_01946	24.782
GQ67_01947	35.218
GQ67_01948	28
GQ67_01949	45
GQ67_01950	47
GQ67_01951	40
GQ67_01952	14
GQ67_01953	24
GQ67_01954	61
GQ67_01955	174
GQ67_01959	50
GQ67_01960	852
GQ67_01961	27
GQ67_01962	2
GQ67_01963	7
GQ67_01964	59
GQ67_01965	19
GQ67_01966	36
GQ67_01967	36
GQ67_01968	13
GQ67_01969	19
GQ67_01971	98
GQ67_01972	11
GQ67_01973	110
GQ67_01974	27
GQ67_01975	52
GQ67_01976	25.674
GQ67_01977	3.326
GQ67_01978	108
GQ67_01979	14
GQ67_01980	29
GQ67_01981	19
GQ67_01982	73
GQ67_01983	15
GQ67_01984	66
GQ67_01985	41
GQ67_01986	158
GQ67_01987	8
GQ67_01988	11
GQ67_01989	13
GQ67_01990	61
GQ67_01991	25
GQ67_01992	282
GQ67_01993	46.943
GQ67_01994	13.057
GQ67_01995	87
GQ67_01996	15
GQ67_01997	5
GQ67_01998	112
GQ67_01999	12
GQ67_02000	104
GQ67_02001	20
GQ67_02002	124
GQ67_02003	48
GQ67_02004	12
GQ67_02005	132.618
GQ67_02006	2.382
GQ67_02007	12
GQ67_02008	52
GQ67_02009	15
GQ67_02010	254
GQ67_02011	21
GQ67_02012	24
GQ67_02013	91.017
GQ67_02014	53.983
GQ67_02015	160
GQ67_02017	28
GQ67_02018	53
GQ67_02019	20
GQ67_02020	26
GQ67_02021	813
GQ67_02022	22
GQ67_02023	180.244
GQ67_02024	21.756
GQ67_02025	130
GQ67_02026	76
GQ67_02027	201
GQ67_02028	1
GQ67_02029	42
GQ67_02030	60
GQ67_02031	19
GQ67_02032	197
GQ67_02033	25.193
GQ67_02034	44.807
GQ67_02035	130
GQ67_02036	48.042
GQ67_02037	37.958
GQ67_02038	68
GQ67_02039	227
GQ67_02040	18
GQ67_02041	118
GQ67_02042	6
GQ67_02043	55
GQ67_02044	10
GQ67_02045	19
GQ67_02046	46
GQ67_02047	22
GQ67_02048	319
GQ67_02049	6
GQ67_02050	27
GQ67_02051	172.225
GQ67_02052	126.775
GQ67_02053	63
GQ67_02054	203
GQ67_02055	19
GQ67_02056	46.004
GQ67_02057	1660.996
GQ67_02058	9
GQ67_02059	8
GQ67_02060	62
GQ67_02061	50
GQ67_02062	203
GQ67_02063	101
GQ67_02064	42
GQ67_02065	12
GQ67_02066	28
GQ67_02067	2
GQ67_02068	16
GQ67_02069	285
GQ67_02070	65
GQ67_02071	4
GQ67_02072	91.665
GQ67_02073	882.335
GQ67_02074	15
GQ67_02075	234
GQ67_02076	11
GQ67_02078	45
GQ67_02079	44
GQ67_02080	50
GQ67_02081	28
GQ67_02082	55.991
GQ67_02083	110.009
GQ67_02084	35
GQ67_02085	22
GQ67_02086	31
GQ67_02087	5
GQ67_02088	34.431
GQ67_02089	112.569
GQ67_02090	72
GQ67_02091	94
GQ67_02092	34
GQ67_02093	25
GQ67_02094	63
GQ67_02095	429.996
GQ67_02096	32.004
GQ67_02097	34
GQ67_02098	6
GQ67_02099	42
GQ67_02102	16
GQ67_02103	9.137
GQ67_02104	453.863
GQ67_02105	192.374
GQ67_02106	17.626
GQ67_02107	31.416
GQ67_02108	19.584
GQ67_02109	7
GQ67_02110	31.981
GQ67_02111	6.019
GQ67_02112	13
GQ67_02113	24
GQ67_02114	82
GQ67_02115	865
GQ67_02116	337
GQ67_02117	28
GQ67_02118	35
GQ67_02119	74
GQ67_02120	49
GQ67_02121	182
GQ67_02122	29
GQ67_02123	368.337
GQ67_02124	216.663
GQ67_02125	18
GQ67_02126	65
GQ67_02127	20
GQ67_02128	79
GQ67_02129	126.055
GQ67_02130	50.945
GQ67_02131	83
GQ67_02132	208.909
GQ67_02133	5.091
GQ67_02134	91
GQ67_02135	22
GQ67_02137	12
GQ67_02138	381
GQ67_02139	23
GQ67_02141	149
GQ67_02142	2
GQ67_02143	176
GQ67_02144	93
GQ67_02145	1483
GQ67_02146	1037
GQ67_02147	53
GQ67_02148	799
GQ67_02149	73
GQ67_02150	43
GQ67_02151	29
GQ67_02152	20
GQ67_02153	24
GQ67_02154	168.514
GQ67_02155	1.486
GQ67_02156	96
GQ67_02157	138
GQ67_02158	133
GQ67_02159	27
GQ67_02160	19.714
GQ67_02161	1.286
GQ67_02162	157
GQ67_02163	127
GQ67_02164	118
GQ67_02165	48
GQ67_02166	144
GQ67_02167	21
GQ67_02168	72
GQ67_02169	33.683
GQ67_02170	22.317
GQ67_02171	39
GQ67_02172	30
GQ67_02173	33
GQ67_02174	13
GQ67_02175	178
GQ67_02176	129.273
GQ67_02177	83.727
GQ67_02178	27
GQ67_02179	91
GQ67_02180	13
GQ67_02181	29
GQ67_02182	67.658
GQ67_02183	6.342
GQ67_02184	59
GQ67_02185	24
GQ67_02186	41
GQ67_02187	18
GQ67_02188	9
GQ67_02189	227
GQ67_02190	77
GQ67_02191	176.763
GQ67_02192	163.237
GQ67_02193	61
GQ67_02194	74
GQ67_02195	8
GQ67_02196	53
GQ67_02197	117
GQ67_02198	462
GQ67_02199	470.934
GQ67_02200	39.066
GQ67_02202	13
GQ67_02203	51
GQ67_02204	105
GQ67_02205	95
GQ67_02206	241
GQ67_02207	49
GQ67_02208	766
GQ67_02209	134
GQ67_02210	156
GQ67_02211	17
GQ67_02213	251
GQ67_02214	675
GQ67_02215	1551
GQ67_02216	96
GQ67_02217	47
GQ67_02218	62
GQ67_02219	68
GQ67_02220	191.761
GQ67_02221	23.239
GQ67_02222	58
GQ67_02223	71
GQ67_02224	407
GQ67_02226	87
GQ67_02227	83
GQ67_02228	36
GQ67_02229	5
GQ67_02230	1051
GQ67_02231	12
GQ67_02232	10
GQ67_02233	53
GQ67_02234	29
GQ67_02235	12
GQ67_02236	328
GQ67_02237	47
GQ67_02238	58
GQ67_02239	43
GQ67_02240	1891
GQ67_02241	19
GQ67_02242	84
GQ67_02243	27
GQ67_02244	33
GQ67_02245	5
GQ67_02246	43
GQ67_02247	8.004
GQ67_02248	154.996
GQ67_02249	111
GQ67_02250	115.949
GQ67_02251	8.051
GQ67_02252	85.825
GQ67_02253	21.175
GQ67_02254	10
GQ67_02255	1
GQ67_02256	1
GQ67_02257	1
GQ67_02258	1
GQ67_02259	80
GQ67_02260	6
GQ67_02261	161
GQ67_02262	146
GQ67_02263	46
GQ67_02264	20
GQ67_02265	6
GQ67_02266	10
GQ67_02267	25
GQ67_02268	13
GQ67_02269	1
GQ67_02271	16
GQ67_02272	0
GQ67_02273	250
GQ67_02274	6
GQ67_02275	55
GQ67_02276	1
GQ67_02277	84
GQ67_02278	432
GQ67_02279	9
GQ67_02280	45
GQ67_02281	25.364
GQ67_02282	11.233
GQ67_02283	83.403
GQ67_02284	2297
GQ67_02285	108
GQ67_02286	11
GQ67_02287	30
GQ67_02288	48
GQ67_02289	24
GQ67_02290	9
GQ67_02291	0
GQ67_02293	90
GQ67_02294	20
GQ67_02295	56
GQ67_02296	90
GQ67_02297	38
GQ67_02298	211.071
GQ67_02299	6.929
GQ67_02300	19
GQ67_02301	77
GQ67_02302	18
GQ67_02304	35
GQ67_02305	5
GQ67_02306	106
GQ67_02307	0
GQ67_02308	14
GQ67_02309	225
GQ67_02310	6
GQ67_02311	236
GQ67_02312	18
GQ67_02313	57
GQ67_02314	77
GQ67_02315	16
GQ67_02316	5
GQ67_02317	32
GQ67_02318	15
GQ67_02319	2213
GQ67_02320	28
GQ67_02321	388
GQ67_02322	10
GQ67_02323	4
GQ67_02324	10
GQ67_02326	98
GQ67_02327	335.561
GQ67_02328	78.439
GQ67_02330	22
GQ67_02331	180
GQ67_02332	35
GQ67_02333	20
GQ67_02334	102
GQ67_02335	10
GQ67_02336	76.839
GQ67_02337	6.161
GQ67_02338	35
GQ67_02339	0
GQ67_02340	31
GQ67_02341	21
GQ67_02342	10
GQ67_02343	10
GQ67_02344	9
GQ67_02345	6
GQ67_02346	16
GQ67_02347	25
GQ67_02348	78
GQ67_02349	737
GQ67_02350	5
GQ67_02351	43
GQ67_02352	75
GQ67_02353	27
GQ67_02354	27
GQ67_02355	34.117
GQ67_02356	12.883
GQ67_02357	224
GQ67_02358	1101
GQ67_02359	385
GQ67_02360	5
GQ67_02361	29
GQ67_02362	28
GQ67_02363	7
GQ67_02364	29
GQ67_02365	38
GQ67_02366	13
GQ67_02367	1
GQ67_02368	39
GQ67_02369	51
GQ67_02370	6
GQ67_02371	172
GQ67_02372	160
GQ67_02373	103
GQ67_02374	117
GQ67_02375	46
GQ67_02376	56
GQ67_02377	803.565
GQ67_02378	11.435
GQ67_02379	32
GQ67_02380	168
GQ67_02381	52
GQ67_02382	282
GQ67_02383	7
GQ67_02384	18
GQ67_02385	19
GQ67_02386	9
GQ67_02387	19
GQ67_02388	62
GQ67_02389	21
GQ67_02390	18
GQ67_02391	95
GQ67_02392	141
GQ67_02394	53
GQ67_02395	8
GQ67_02396	33
GQ67_02397	404
GQ67_02398	25
GQ67_02399	29
GQ67_02400	7
GQ67_02401	44
GQ67_02402	13
GQ67_02403	44
GQ67_02404	40
GQ67_02405	19
GQ67_02406	452
GQ67_02407	3
GQ67_02408	15
GQ67_02409	40
GQ67_02410	25
GQ67_02411	194
GQ67_02412	38
GQ67_02413	14
GQ67_02414	44
GQ67_02415	45
GQ67_02416	10
GQ67_02417	17
GQ67_02418	24
GQ67_02419	53
GQ67_02420	81
GQ67_02421	10
GQ67_02422	17.706
GQ67_02423	35.294
GQ67_02424	32
GQ67_02425	23
GQ67_02426	212
GQ67_02427	10
GQ67_02428	25
GQ67_02429	69
GQ67_02430	4
GQ67_02431	4
GQ67_02432	18
GQ67_02433	13
GQ67_02434	85
GQ67_02435	40
GQ67_02436	26
GQ67_02437	20.066
GQ67_02438	48.934
GQ67_02439	6.312
GQ67_02440	5.688
GQ67_02441	27
GQ67_02442	61
GQ67_02443	30
GQ67_02444	40.924
GQ67_02445	62.362
GQ67_02446	209.713
GQ67_02447	47
GQ67_02448	28
GQ67_02449	43
GQ67_02450	44
GQ67_02451	254
GQ67_02454	55.627
GQ67_02455	14.373
GQ67_02456	37
GQ67_02457	14
GQ67_02458	77
GQ67_02459	28
GQ67_02460	357
GQ67_02461	11
GQ67_02462	96
GQ67_02463	95
GQ67_02464	21
GQ67_02465	14
GQ67_02466	21
GQ67_02467	10
GQ67_02468	91
GQ67_02470	317
GQ67_02471	92
GQ67_02472	21
GQ67_02473	5
GQ67_02474	109
GQ67_02475	36
GQ67_02476	63
GQ67_02477	115
GQ67_02478	28
GQ67_02479	81
GQ67_02481	14
GQ67_02482	52
GQ67_02483	12
GQ67_02484	21
GQ67_02485	472
GQ67_02486	255
GQ67_02487	8
GQ67_02488	1451
GQ67_02490	56
GQ67_02491	3
GQ67_02492	23
GQ67_02493	283.999
GQ67_02494	8.001
GQ67_02495	61
GQ67_02496	0
GQ67_02497	2
GQ67_02498	72
GQ67_02499	25
GQ67_02500	117.116
GQ67_02501	11.884
GQ67_02502	40
GQ67_02503	249.829
GQ67_02504	46.171
GQ67_02505	29
GQ67_02506	28.46
GQ67_02507	59.54
GQ67_02508	1
GQ67_02509	0
GQ67_02510	9
GQ67_02511	5
GQ67_02512	84
GQ67_02513	33
GQ67_02514	61
GQ67_02515	90
GQ67_02516	59
GQ67_02517	88
GQ67_02518	8
GQ67_02519	45
GQ67_02520	9
GQ67_02521	50.527
GQ67_02522	25.473
GQ67_02523	82
GQ67_02524	4
GQ67_02525	4
GQ67_02526	1038
GQ67_02527	209
GQ67_02528	31
GQ67_02529	80
GQ67_02530	4
GQ67_02531	6
GQ67_02532	154
GQ67_02533	7
GQ67_02534	15
GQ67_02535	17
GQ67_02536	2
GQ67_02537	12
GQ67_02538	93
GQ67_02539	25
GQ67_02540	38
GQ67_02541	54
GQ67_02542	30
GQ67_02543	9
GQ67_02544	6
GQ67_02545	23
GQ67_02546	1
GQ67_02547	347
GQ67_02549	20
GQ67_02551	186.651
GQ67_02552	14.349
GQ67_02553	17.025
GQ67_02554	199.975
GQ67_02555	1225
GQ67_02556	87
GQ67_02557	238
GQ67_02558	40
GQ67_02559	27
GQ67_02560	27
GQ67_02561	43.211
GQ67_02562	162.789
GQ67_02563	19
GQ67_02564	796
GQ67_02565	27
GQ67_02567	18
GQ67_02568	269
GQ67_02569	4
GQ67_02570	74
GQ67_02571	31.979
GQ67_02572	92.021
GQ67_02573	21
GQ67_02574	4
GQ67_02575	984.954
GQ67_02576	6.046
GQ67_02577	11
GQ67_02578	3
GQ67_02579	44
GQ67_02580	60.622
GQ67_02581	36.378
GQ67_02582	17
GQ67_02583	6
GQ67_02584	13
GQ67_02585	88.898
GQ67_02586	41.102
GQ67_02587	1250
GQ67_02588	96
GQ67_02589	64
GQ67_02590	89
GQ67_02591	20.079
GQ67_02592	96
GQ67_02593	14
GQ67_02594	112
GQ67_02595	36
GQ67_02597	491.291
GQ67_02598	1201.709
GQ67_02599	29
GQ67_02600	18
GQ67_02601	16
GQ67_02602	16
GQ67_02603	31.692
GQ67_02604	17.308
GQ67_02605	37
GQ67_02606	46
GQ67_02607	11
GQ67_02608	44
GQ67_02609	10
GQ67_02610	8
GQ67_02611	52
GQ67_02612	1718
GQ67_02613	30
GQ67_02614	12
GQ67_02615	59
GQ67_02616	4
GQ67_02617	347
GQ67_02618	25
GQ67_02619	20
GQ67_02620	27.381
GQ67_02621	88.619
GQ67_02622	457
GQ67_02623	3
GQ67_02624	76
GQ67_02625	196.17
GQ67_02626	19.83
GQ67_02627	25
GQ67_02628	10
GQ67_02631	19
GQ67_02632	121
GQ67_02633	47
GQ67_02634	11
GQ67_02635	43
GQ67_02636	32
GQ67_02637	46.774
GQ67_02638	22.226
GQ67_02639	4725
GQ67_02640	218
GQ67_02641	170.98
GQ67_02642	10.039
GQ67_02643	23.981
GQ67_02644	10
GQ67_02645	108
GQ67_02646	370
GQ67_02647	31
GQ67_02648	44
GQ67_02649	13
GQ67_02650	15
GQ67_02651	222.933
GQ67_02652	9.067
GQ67_02653	23
GQ67_02654	6
GQ67_02655	67
GQ67_02656	18
GQ67_02657	19
GQ67_02658	35
GQ67_02659	9
GQ67_02660	17
GQ67_02661	15
GQ67_02662	11
GQ67_02663	98
GQ67_02664	26
GQ67_02665	15
GQ67_02666	74
GQ67_02667	25
GQ67_02668	283
GQ67_02669	64
GQ67_02670	2543
GQ67_02671	19
GQ67_02672	20
GQ67_02673	8
GQ67_02674	62
GQ67_02675	5
GQ67_02676	92
GQ67_02677	51
GQ67_02678	783
GQ67_02679	37
GQ67_02680	29
GQ67_02681	254
GQ67_02682	109
GQ67_02683	15.597
GQ67_02684	32.403
GQ67_02685	4
GQ67_02686	2
GQ67_02687	19
GQ67_02688	49.21
GQ67_02689	2821.79
GQ67_02691	15
GQ67_02692	12
GQ67_02694	40
GQ67_02696	758
GQ67_02697	134
GQ67_02698	19
GQ67_02699	111.934
GQ67_02700	14.066
GQ67_02701	46
GQ67_02702	8
GQ67_02703	26
GQ67_02704	1.001
GQ67_02705	168.999
GQ67_02706	403
GQ67_02707	135
GQ67_02708	164
GQ67_02709	66
GQ67_02710	21
GQ67_02711	298
GQ67_02712	471.342
GQ67_02713	64.658
GQ67_02714	2
GQ67_02715	2
GQ67_02716	57
GQ67_02717	16
GQ67_02718	26
GQ67_02719	74
GQ67_02721	48.597
GQ67_02722	9.403
GQ67_02723	33
GQ67_02724	31
GQ67_02725	85
GQ67_02726	17
GQ67_02727	1
GQ67_02728	40
GQ67_02729	161
GQ67_02730	26
GQ67_02731	223
GQ67_02732	101.35
GQ67_02733	1.65
GQ67_02734	4
GQ67_02735	54
GQ67_02736	40
GQ67_02737	2700
GQ67_02738	433.071
GQ67_02739	294.929
GQ67_02740	0
GQ67_02741	7
GQ67_02742	3
GQ67_02743	22
GQ67_02744	108
GQ67_02745	96
GQ67_02746	3
GQ67_02747	51
GQ67_02748	199
GQ67_02749	22
GQ67_02750	738
GQ67_02751	61
GQ67_02752	4
GQ67_02753	378
GQ67_02754	17
GQ67_02755	62
GQ67_02756	13
GQ67_02757	4
GQ67_02758	66.151
GQ67_02759	177.849
GQ67_02760	77
GQ67_02761	27
GQ67_02762	1788
GQ67_02763	43
GQ67_02764	51
GQ67_02765	52
GQ67_02766	59.228
GQ67_02767	63.772
GQ67_02768	316
GQ67_02769	43
GQ67_02770	795
GQ67_02771	133.948
GQ67_02772	6.052
GQ67_02773	28
GQ67_02774	210
GQ67_02775	5
GQ67_02776	34
GQ67_02777	47
GQ67_02778	39
GQ67_02779	111
GQ67_02780	15976.95
GQ67_02781	5.05
GQ67_02782	10
GQ67_02783	177
GQ67_02784	128
GQ67_02785	50
GQ67_02786	42
GQ67_02787	5
GQ67_02788	590
GQ67_02790	9
GQ67_02792	33
GQ67_02793	69
GQ67_02794	13
GQ67_02795	26
GQ67_02796	13
GQ67_02797	72
GQ67_02798	17
GQ67_02799	1094.954
GQ67_02800	662
GQ67_02801	334
GQ67_02802	630.249
GQ67_02803	61
